Source	ID	Title	Journal	Year_publication	doi	Geography	Higher_Geography	Year	Domain	System 	System_specific	Taxon_Group	Taxon	Taxon_specific	Impact	Impact_specific	Conservation_Group	Conservation_Action	Conservation_Action_specific	Tested_statistically	Response_variable	Response_Group	Predictor_variable	Statistical_method	Test_statistic	value	df	N	Direction_of_effect	P-value	Pearson_r	Pearson_r_conversion	Notes	Assignment	Validation
WoS	WOS_0470	Species conservation profiles of cave-dwelling arthropods from Azores, Portugal	Biodiversity Data Journal	2019	https://doi.org/10.3897/BDJ.7.e32530	Azores, Portugal	Palearctic	NA	Terrestrial	Cave	Volcanic caves	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates (Macarorchestia martini ; Pseudosinella ashmoleorum ; Cixius cavazoricus ; C. azopicavus ; Thalassophilus azoricus ; Trechus isavelae ; Trechus jorgensis ; Trechusmontanheirorum ; Trechus oromii ; Trechus pereirai ; Trechus terceiranus)	All	NA	Education	Education	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	There is no year of research listed	Johnson	Meierhofer
WoS	WOS_0470	Species conservation profiles of cave-dwelling arthropods from Azores, Portugal	Biodiversity Data Journal	2019	https://doi.org/10.3897/BDJ.7.e32530	Azores, Portugal	Palearctic	NA	Terrestrial	Cave	Volcanic caves	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates (Macarorchestia martini ; Pseudosinella ashmoleorum ; Cixius cavazoricus ; C. azopicavus ; Thalassophilus azoricus ; Trechus isavelae ; Trechus jorgensis ; Trechusmontanheirorum ; Trechus oromii ; Trechus pereirai ; Trechus terceiranus)	All	NA	Restoration	Habitat restoration	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	There is no year of research listed	Johnson	Meierhofer
WoS	WOS_0470	Species conservation profiles of cave-dwelling arthropods from Azores, Portugal	Biodiversity Data Journal	2019	https://doi.org/10.3897/BDJ.7.e32530	Azores, Portugal	Palearctic	NA	Terrestrial	Cave	Volcanic caves	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates (Macarorchestia martini ; Pseudosinella ashmoleorum ; Cixius cavazoricus ; C. azopicavus ; Thalassophilus azoricus ; Trechus isavelae ; Trechus jorgensis ; Trechusmontanheirorum ; Trechus oromii ; Trechus pereirai ; Trechus terceiranus)	All	NA	Regulation	Legislation	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	There is no year of research listed	Johnson	Meierhofer
WoS	WOS_0470	Species conservation profiles of cave-dwelling arthropods from Azores, Portugal	Biodiversity Data Journal	2019	https://doi.org/10.3897/BDJ.7.e32530	Azores, Portugal	Palearctic	NA	Terrestrial	Cave	Volcanic caves	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates (Macarorchestia martini ; Pseudosinella ashmoleorum ; Cixius cavazoricus ; C. azopicavus ; Thalassophilus azoricus ; Trechus isavelae ; Trechus jorgensis ; Trechusmontanheirorum ; Trechus oromii ; Trechus pereirai ; Trechus terceiranus)	All	NA	Protection	Protected area	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	There is no year of research listed	Johnson	Meierhofer
WoS	WOS_0471	Assessing Essential Trace Elements in Cave Nectar Bat (Eonycteris spelaea): A Study in Barak Valley of Assam, India	Biological Trace Element Research	2019	https://doi.org/10.1007/s12011-018-1431-x	Barak Valley of Assam, India	Indomalayan	2015	Terrestrial	Cave	Natural caves	Bats	Mammalia: Chiroptera	Eonycteris spelaea	Pollution	Accumulation of metals in tissues; assumtion was that metals are consumed foraging outside of cave	Restoration	Habitat restoration	The study recommends use of air pollution control device inindustries (especially bricks industries) and proper disposal techniques for all kind of effluents	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Johnson	Meierhofer
WoS	WOS_0473	A comprehensive taxonomic list of brittle stars (Echinodermata: Ophiuroidea) from submarine caves of the Ryukyu Islands, southwestern Japan, with a description of a rare species, Dougaloplus echinatus (Amphiuridae)	Zootaxa	2019	https://doi.org/10.11646/zootaxa.4571.1.5	Ryukyu Islands, Japan	Palearctic	2016-2018	Aquatic	Anchialine/Marine	Submarine caves	Other invertebrates	Echinoderma	Ophiuroidea	Not identified	NA	Monitoring	Monitoring	Survey for biodiversity recommended	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Johnson	Meierhofer
WoS	WOS_0474	A New Indobathynella Species from an Indian Cave. The First Cavernicolous Bathynellidae (Syncarida: Bathynellacea) from South-eastern India	Zootaxa	2019	https://doi.org/10.11646/zootaxa.4565.3.2	India	Indomalayan	2013	Aquatic	Cave	Fast flowing stream within a cave	Arthropoda	Crustacea	Indobathynella socrates	Pollution	Release of sewage	Regulation	Legislation	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Johnson	Meierhofer
WoS	WOS_0479	Description of a new species of the genus Cnemaspis Strauch, 1887 (Reptilia: Squamata: Gekkonidae) from the Nilgala Savannah forest, Uva Province of Sri Lanka	Zootaxa	2019	https://doi.org/10.11646/zootaxa.4545.3.4	Uva Province of Sri Lanka	Indomalayan	NA	Terrestrial	Cave	Granite caves and rocky outcrops (they all look like rock shelters to me)	Other vertebrates	Reptilia	Squamata	Subterranean habitat change	"""rock outcrop habitats are heavily influenced and modified by various anthropogenic disturbances such as deforestation, man-made fires, invasive species, illegal forest encroachments and timber felling, unplanned agricultural (rubber and slash-and-burn agriculture) practices, application of broad-spectrum pesticides, granite quarrying, and road construction"""	Protection	Protected area	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Museum specimens were used. Year of their collection is unclear	Johnson	Meierhofer
WoS	WOS_0480	Richness and taxonomic distinctness of cave invertebrates from the northeastern state of Goias, central Brazil: a vulnerable and singular area	Subterranean Biology	2019	https://doi.org/10.3897/subtbiol.29.30418	Goiás, Brazil	Neotropical	2010-2012	Terrestrial	All	Terrestrial and aquatic (subterranean streams) both sampled	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates	Visitors	Tourism	Regulation	Regulate access	protective measures should be taken	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"The caves are inside protected areas but visited as a result. Authors do not suggest regulate access explicitly, but in suggesting ""protective measures"" it's hard to imagine what else they mean"	Johnson	Meierhofer
WoS	WOS_0481	Marine caves biodiversity and conservation in the Turkish part of the Mediterranean Sea: Preliminary results of East Med Cave Project	Turkish Marine Research Foundation (TUDAV)	2020	NA	Mediterranean (Turkey)	Palearctic	2019	Aquatic	Anchialine/Marine	10 marine caves in SW Turkey	Not specific	All	All	Visitors	Most of the visited caves were anchored by tourist boats in summer time. Boat anchoring is one of the main threats to the entrance of caves, due to the damage caused to the benthic sessile species. In addition, noise and ship originated pollution is threatening for the monk seals. Anthropogenic noise can be a threat for the bat population as well. Some caves (mainly in Fethiye area) were physically damaged due to intense commercial usage by scuba divers. 	Regulation	Legislation	A national conservation strategy for marine caves is urgently needed, by taking into consideration potential long-term risks for cave biodiversity and adopting a serious precautionary approach. An action plan for dark habitats should be prepared and implemented by Turkey in order to protect this unique ecosystem.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	Book chapter	Gerovasileiou	Mammola
WoS	WOS_0481	Marine caves biodiversity and conservation in the Turkish part of the Mediterranean Sea: Preliminary results of East Med Cave Project	Turkish Marine Research Foundation (TUDAV)	2020	NA	Mediterranean (Turkey)	Palearctic	2019	Aquatic	Anchialine/Marine	10 marine caves in SW Turkey	Not specific	All	All	Poaching	Fishing activities with set nets are harmful for the biodiversity of the cave, not only for fish but also for sessile fauna	Regulation	Legislation	A national conservation strategy for marine caves is urgently needed, by taking into consideration potential long-term risks for cave biodiversity and adopting a serious precautionary approach. An action plan for dark habitats should be prepared and implemented by Turkey in order to protect this unique ecosystem.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	Book chapter	Gerovasileiou	Mammola
WoS	WOS_0481	Marine caves biodiversity and conservation in the Turkish part of the Mediterranean Sea: Preliminary results of East Med Cave Project	Turkish Marine Research Foundation (TUDAV)	2020	NA	Mediterranean (Turkey)	Palearctic	2019	Aquatic	Anchialine/Marine	10 marine caves in SW Turkey	Not specific	All	All	Pollution	Fishing nets were reported as ghost fishing. Two caves were observed with some plastic debris.	Regulation	Legislation	A national conservation strategy for marine caves is urgently needed, by taking into consideration potential long-term risks for cave biodiversity and adopting a serious precautionary approach. An action plan for dark habitats should be prepared and implemented by Turkey in order to protect this unique ecosystem.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	Book chapter	Gerovasileiou	Mammola
WoS	WOS_0481	Marine caves biodiversity and conservation in the Turkish part of the Mediterranean Sea: Preliminary results of East Med Cave Project	Turkish Marine Research Foundation (TUDAV)	2020	NA	Mediterranean (Turkey)	Palearctic	2019	Aquatic	Anchialine/Marine	10 marine caves in SW Turkey	Not specific	All	All	Alien species	A total of 8 species of fish and 6 species of invertebrates were reported as non-indigenous species during this study. 	Regulation	Legislation	A national conservation strategy for marine caves is urgently needed, by taking into consideration potential long-term risks for cave biodiversity and adopting a serious precautionary approach. An action plan for dark habitats should be prepared and implemented by Turkey in order to protect this unique ecosystem.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	Book chapter	Gerovasileiou	Mammola
WoS	WOS_0483	Studies of the mesovoid shallow substratum can change the accepted autecology of species: the case of ground beetles (Coleoptera, Carabidae) in the Sierra de Guadarrama National Park (Spain)	Animal Biodiversity and Conservation	2019	https://doi.org/10.32800/abc.2019.42.0213	Sierra de Guadarrama National Park, Spain	Palearctic	2015-2016	Terrestrial	Fissural systems	Mesovoid shallow stratum	Arthropoda	Hexapoda	Nebria vuillefroyi; Leistus constrictus	Subterranean habitat change	Nebria (N.) vuillefroyi and L. (L.) constrictus are both protected species and have been classified as 'vulnerable to habitat alteration' (according to the Community of Madrid Regional Catalogue of Endangered Species). The present discovery of facultative hypogean behaviour in both species suggests that their protection status is worthy of revision.	Assessment	Risk assessment	Reconsider protected status	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Johnson	Meierhofer
WoS	WOS_0486	Cave Protection in Romania	Book: Cave and Karst Systems of the World, Springer	2019	https://doi.org/10.1007/978-3-319-90747-5_59	Romania	Palearctic	NA	Terrestrial	Cave	Karst	Not specific	Not specific	Not specific	Visitors	Discussed the impacts of unregulated adventure tourism.	Education	Education	This paper elucidates the problems of adventure caving in Romania. It highlights the lack of policies to properly protect sensitive ecoystems and emphasizes how recreational caving occurs unabated in the country.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	This paper reinforces the need of a conservation roadmap and assocaited goals document.	Wynne	Mammola
WoS	WOS_0487	THE VIRTUAL BATCAVE: A PROJECT FOR THE SAFEGUARD OF A UNESCO WHL FRAGILE ECOSYSTEM	The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences	2019	https://doi.org/10.5194/isprs-archives-XLII-2-W9-17-2019	Italy	Palearctic	2012-2013	Terrestrial	Cave	Grotta dei Pipistrelli of Pantalica Nature Reserve (Sortino, SR)	Not specific	Not specific	Not specific	Visitors	Authors created a 3D virtual experience in hopes of decreasing physical visitation to the cave in lieu of virtual visitation via the internet.	Education	Education	"High resolution mapping to develop a virtual experience. The idea was that ""visitors"" could virtually tour the cave without entering the cave and degrading the resources."	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	It's not possible to determine as of yet. Hopefully, researchers and managers will monitor the impacts to determine whether physical visitation has decreased and website visitation has increased.	Wynne	Mammola
WoS	WOS_0488	Fifty years of cave arthropod sampling: techniques and best practices	International Journal of Speleology	2019	https://doi.org/10.5038/1827-806X.48.1.2231	NA	Global	NA	Terrestrial	Cave	Karst and Lava Tube Caves	Not specific	Not specific	Not specific	All	Impacts discussed broadly and used to contextualize the importance of systematic sampling techniques for terrestrial cave-dwelling arthropods.	Assessment	Prioritization	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	I question whether this paper should be included. This paper speaks broadly concerning the importance of future studies using a systematic sampling design, describing their methods in sufficient detail as to be repeatable, and applying multiple techniques and site visits. This level of effort and detail is required to obtain the most complete inventories, facilitate monitoring of sensitive cave arthropod populations, and make informed decisions regarding the management of cave habitats. Thus, it really isn't a conservation paper. That said, the authors did evaluate terrestrial cave arthropod papers up to 2019 and reported whether quantitative techniques were applied. This may be useful for increasing the number of papers for this study.	Wynne	Mammola
WoS	WOS_0489	Comment on Assessing preservation priorities of caves and karst areas using the frequency of endemic cave-dwelling species by Nitzu et al. (2018)	International Journal of Speleology	2019	https://doi.org/10.5038/1827-806X.48.1.2241	NA	Global	NA	Terrestrial	Cave	Karst	Not specific	Not specific	Not specific	Not identified	This was a comments piece discussing considerations in evaluating and ranking caves based on the number of endemic species.	Assessment	Prioritization	Comment piece done to advance discussion on how to evaluate and rank caves based upon number of endemic species.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	Using examples from a study in Romania (Nitzu et al. 2018), the authors discussed several pitfalls associated with using a ranking system based solely upon the number of endemics.	Wynne	Mammola
WoS	WOS_0490	A reply to the comment on assessing preservation priorities of caves and karst areas using the frequency of endemic cave-dwelling species by Nitzu et al. (2018)	International Journal of Speleology	2019	https://doi.org/10.5038/1827-806X.48.1.2245	NA	Global	NA	Terrestrial	Cave	Karst	Not specific	Not specific	Not specific	Not identified	This was a response to the comments piece (Moldovan and Brad 2019) discussing considerations in evaluating and ranking caves based on the number of endemic species.	Assessment	Prioritization	Discussion on pitfalls of applying a endemic species ranking system -- in response to Moldovan and Brad (2019).	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	While this may have had no measurable effect on conservation directly, the discussion in both this paper and Moldovan and Brad (2019) should be useful in how to best develop ranking criteria for endemics and how to best set conservation priorities on a per cave basis.	Wynne	Mammola
WoS	WOS_0491	Conservation status and complementary description of Confuga persephone (Cixiidae): should this species be considered Threatened?	New Zealand Journal of Zoology	2018	https://doi.org/10.1080/03014223.2018.1488751	New Zealand	Australasian	2015	Terrestrial	Cave	Karst	Arthropoda	Hexapoda	Confuga persephone	Alien species	Alien tree species were identified as a potential threat to this endemic species -- as native tree species are displaced, this may adversely affect this endemic planthopper (it feeds the roots within the cave). Additionally, the listing system in New Zealand may also be an impact as it potentially impedes the recognition of this animal as a potentially threatened species.	Assessment	Prioritization	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	1. New Zealand (and Australia) are actually part of Oceania. I recommend this be corrected globally once the database is finalized. I can assist if you need help. 2. The authors did not specifially provide a date for the study, but indicated the original work was conducted in 1975 and another team returned 40 years later -- hence 2015. 3. This is revisiting an endemic species with additional descriptive remarks, photographs, and illustrations. 4. Some conservation implications are provided, but these are qualitative.	Wynne	Mammola
WoS	WOS_0493	Subterranean Invasion by Gapped Ringed Crayfish: Effectiveness of a Removal Effort and Barrier Installation	Diversity	2019	https://doi.org/10.3390/d11010003	Missouri, USA	Nearctic	2011-2018	Aquatic	Cave	Karst	Arthropoda	Crustacea	Faxonius neglectus chaenodactylus	Alien species	Presence of invasive crayfish threatens native crayfish and other stygobiontic species.	Restoration	Eradication	Multiple year removal efforts suggested a downward trend in popuation.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	1. Species is a native epigean species, that has invaded caves. 2. Authors suggest long-term trait data may be useful for future monitoring/management efforts. 3. No other conservation actions proposed -- everything discussed was qualitative.	Wynne	Mammola
WoS	WOS_0493	Subterranean Invasion by Gapped Ringed Crayfish: Effectiveness of a Removal Effort and Barrier Installation	Diversity	2019	https://doi.org/10.3390/d11010003	Missouri, USA	Nearctic	2011-2018	Aquatic	Cave	Karst	Arthropoda	Crustacea	Faxonius neglectus chaenodactylus	Alien species	Presence of invasive crayfish threatens native crayfish and other stygobiontic species.	Regulation	Gate	This was actually a way to restrict the invasive cray fish from the deeper recesses of the cave.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	NB: Weirs may negatively impact the cave stream ecosystem by altering ﬂow regime, temperature, and restricting movements of other cave species.	Wynne	Mammola
WoS	WOS_0493	Subterranean Invasion by Gapped Ringed Crayfish: Effectiveness of a Removal Effort and Barrier Installation	Diversity	2019	https://doi.org/10.3390/d11010003	Missouri, USA	Nearctic	2011-2018	Aquatic	Cave	Karst	Arthropoda	Crustacea	Faxonius neglectus chaenodactylus	Alien species	Presence of invasive crayfish threatens native crayfish and other stygobiontic species.	Monitoring	Monitoring	Indirectly. If they were capturing/removing individuals between 2011 and 2018, they were essentially monitoring the popuation.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Wynne	Mammola
